Election_Period,Constituency,Cand_FP_Share_All Others,Cand_FP_Share_FF,Cand_FP_Share_FG,Cand_FP_Share_GP-LAB-SD,Cand_FP_Share_SF,incumbent_pct_All_Others,incumbent_pct_FF,incumbent_pct_FG,incumbent_pct_GP_LAB_SD,incumbent_pct_SF,candidates_per_seat_All_Others,candidates_per_seat_FF,candidates_per_seat_FG,candidates_per_seat_GP_LAB_SD,candidates_per_seat_SF,female_pct_All_Others,female_pct_FF,female_pct_FG,female_pct_GP_LAB_SD,female_pct_SF,Catholic_pct,Irish_over3_pct,Irish_Daily_And_In_Educ_pct,Two_person_household_ppl_pct,UK_birth_pct,Wh_irish_trv,pct_share_party_prior_election_All_Others,pct_share_party_prior_election_FF,pct_share_party_prior_election_FG,pct_share_party_prior_election_GP_LAB_SD,pct_share_party_prior_election_SF
Election_2020,Dublin South–Central,0.200619066,0.110461759,0.117299208,0.178582154,0.393037814,0.285714286,0,1,0,1,1.4,0.2,0.2,0.6,0.2,0.428571429,1,1,0.666666667,0,0.678077258,0.252715241,0.002339151,0.338007398,0.035149549,0.747099886,0.255106339,0.138491833,0.123874683,0.195990053,0.287537091
Election_2020,Dublin South–West,0.186339081,0.180463258,0.168430401,0.167616369,0.297150892,0.285714286,0.333333333,0.5,0,1,1.4,0.6,0.4,0.6,0.2,0.428571429,0.333333333,0.5,0.333333333,0,0.757451981,0.346290022,0.003776624,0.239637752,0.034081324,0.812201261,0.335106339,0.154491833,0.199874683,0.112990053,0.197537091
Election_2020,Dublin West,0.140231045,0.157971945,0.237187128,0.179105161,0.285504722,0.2,1,0.5,0.333333333,0,1,0.2,0.4,0.6,0.2,0.2,0,0.5,0.333333333,0,0.657344436,0.348187996,0.003764755,0.203770425,0.033208165,0.642460134,0.197106339,0.176491833,0.203874683,0.223990053,0.198537091
Election_2020,Dún Laoghaire,0.190406626,0.159102949,0.334355385,0.219783924,0.096351115,0.25,0,0.333333333,0,0,0.8,0.4,0.6,0.6,0.2,0.25,0.5,0.666666667,0.333333333,0,0.684828231,0.382243448,0.004410948,0.269316677,0.060884254,0.828543217,0.177106339,0.199491833,0.340874683,0.175990053,0.107537091
Election_2020,Galway East,0.206232361,0.251505174,0.290028222,0.085065851,0.167168391,0.25,0.5,0.5,0,0,0.8,0.4,0.4,0.6,0.2,0,0.5,0,0,0,0.855965516,0.431630125,0.003587958,0.214056479,0.068239401,0.85763189,0.174106339,0.284491833,0.280874683,0.145990053,0.113537091
Election_2020,Galway West,0.306027412,0.226993255,0.180524022,0.146185844,0.140269469,0.285714286,0,1,0,0,1.4,0.4,0.4,0.6,0.2,0.142857143,0,0.5,0.333333333,1,0.753329561,0.48962177,0.018614182,0.263782961,0.06925588,0.790233911,0.222106339,0.253491833,0.220874683,0.157990053,0.144537091
Election_2020,Kerry,0.353912909,0.206705637,0.183735483,0.053073417,0.202572554,0.333333333,0.333333333,0.5,0,0,1.2,0.6,0.4,0.2,0.2,0,0.666666667,0,1,0,0.836209523,0.431929261,0.005546635,0.262384148,0.074031494,0.843443423,0.360106339,0.169491833,0.194874683,0.102990053,0.173537091
Election_2020,Kildare North,0.042163116,0.262341741,0.177995878,0.346628718,0.170870547,0,1,0.5,0.333333333,0,0.8,0.4,0.4,0.6,0.2,0,0,0,0.333333333,1,0.774299863,0.425210791,0.005381528,0.204884404,0.050233991,0.815464554,0.000106339,0.293491833,0.216874683,0.369990053,0.119537091
Election_2020,Kildare South,0.225412611,0.201163775,0.170736352,0.187812103,0.214875159,0,0.5,1,0,0,0.8,0.4,0.2,0.6,0.2,0.75,1,0,0.333333333,1,0.827305984,0.376452454,0.003684719,0.212090022,0.045321509,0.855579313,0.003106339,0.375491833,0.281874683,0.167990053,0.170537091
Election_2020,Laois–Offaly,0.189435626,0.318775028,0.172596584,0.079297629,0.239895134,0.166666667,0.5,0.5,0,1,1.2,0.8,0.4,0.4,0.2,0.166666667,0.25,0.5,0.5,0,0.848246731,0.387502425,0.002702103,0.22363205,0.043563789,0.851357659,0.118395983,0.365958553,0.215380485,0.088361359,0.21190362
Election_2020,Limerick City,0.125712675,0.259207873,0.207830215,0.16865746,0.238591775,0,0.5,0,0.333333333,1,0.8,0.4,0.4,0.6,0.2,0.5,0,0.5,0.333333333,0,0.773313584,0.394232184,0.003291167,0.266634395,0.040902428,0.80156602,0.043106339,0.289491833,0.265874683,0.220990053,0.180537091
Election_2020,Limerick County,0.174593188,0.2947711,0.32627468,0.054306791,0.150054242,0,1,1,0,0,1.2,0.4,0.4,0.2,0.2,0.166666667,0,0,1,0,0.900422816,0.440253247,0.001876354,0.236805369,0.055310904,0.910269509,0.120106339,0.287491833,0.351874683,0.109990053,0.129537091
Election_2020,Longford–Westmeath,0.158682581,0.301456113,0.254722169,0.075004877,0.21013426,0.142857143,0.5,0.333333333,0,0,1.4,0.4,0.6,0.4,0.2,0.285714286,0,0.333333333,0.5,1,0.83257552,0.37238342,0.00216753,0.240920857,0.054567745,0.80362951,0.200106339,0.293491833,0.218874683,0.135990053,0.149537091
Election_2020,Louth,0.130428629,0.137150297,0.153140787,0.159084156,0.420196131,0,0.5,0.5,0,0.5,1.4,0.4,0.4,0.4,0.4,0.285714286,0,0,0,0.5,0.809592908,0.348201548,0.003483331,0.226326081,0.082341151,0.827313423,0.116106339,0.197491833,0.176874683,0.166990053,0.343537091
Election_2020,Mayo,0.067176355,0.241418426,0.395148633,0.068870138,0.227386447,0,1,0.333333333,0,0,1.4,0.4,0.6,0.4,0.2,0.142857143,0.5,0.333333333,0.5,1,0.868821764,0.439676457,0.004339405,0.260630602,0.096717258,0.860678672,0.037106339,0.288491833,0.489874683,0.028990053,0.155537091
Election_2020,Meath East,0.184670401,0.190249136,0.28301347,0.098343068,0.243723924,0,0.5,1,0,0,1,0.4,0.4,0.4,0.2,0.4,0.5,1,0.5,0,0.825912882,0.396135788,0.00389063,0.195012443,0.046275801,0.863073232,0.061106339,0.272491833,0.328874683,0.143990053,0.194537091
Election_2020,Meath West,0.18145239,0.162442174,0.247397842,0.103869506,0.304838088,0.5,1,0.333333333,0,0,0.4,0.2,0.6,0.4,0.2,0,0,0.333333333,0,0,0.830202224,0.374474297,0.004854425,0.202560477,0.051806211,0.835450218,0.013106339,0.285491833,0.305874683,0.095990053,0.299537091
Election_2020,Roscommon–Galway,0.500570026,0.173156187,0.119836885,0.03097869,0.175458213,0.333333333,0.5,0,0,0,1.2,0.4,0.2,0.2,0.2,0,0.5,1,1,1,0.881745976,0.426780627,0.002351943,0.24270952,0.075730226,0.861667214,0.481106339,0.204491833,0.129874683,0.061990053,0.121537091
Election_2020,Sligo–Leitrim,0.273154251,0.263727752,0.166413975,0.048928807,0.247775214,0,0.666666667,0,0,1,2.2,0.6,0.4,0.4,0.2,0.181818182,0,0,1,0,0.81819698,0.395544243,0.002901169,0.268321718,0.092171773,0.859821166,0.106106339,0.334491833,0.257874683,0.067990053,0.232537091
Election_2020,Tipperary,0.43245953,0.174292072,0.136107986,0.134824179,0.122316232,0.5,0.333333333,0,0.5,0,1.2,0.6,0.4,0.4,0.2,0.333333333,1,0.5,0,0,0.870825761,0.425776191,0.002502869,0.252637664,0.056290638,0.872095667,0.335106339,0.249491833,0.141874683,0.144990053,0.127537091
Election_2020,Waterford,0.13981175,0.172960303,0.165203318,0.139402508,0.382622121,0,0.5,0,0,1,0.8,0.4,0.4,0.4,0.2,0.5,0.5,0,0,0,0.805149084,0.405567935,0.004832344,0.263120087,0.05994365,0.848605647,0.158106339,0.216491833,0.267874683,0.115990053,0.242537091
Election_2020,Wexford,0.164852877,0.265341733,0.170620596,0.149867463,0.249317331,0,0.25,1,0.5,0,1.2,0.8,0.4,0.4,0.2,0.333333333,0.25,0,0.5,0,0.838420539,0.356432199,0.002727336,0.254588246,0.060474638,0.871716995,0.139106339,0.277491833,0.213874683,0.214990053,0.155537091
Election_2020,Wicklow,0.158426808,0.139371845,0.257767807,0.201906899,0.24252664,0,1,0.666666667,0,1,2.2,0.4,0.6,0.6,0.2,0.272727273,0,0,0.333333333,0,0.729836756,0.36562516,0.004318263,0.234285115,0.059408476,0.859978945,0.085106339,0.145491833,0.255874683,0.295990053,0.216537091
